date,open,high,low,close,volume,dividends,stock_splits,title,summary,text,sentiment_score,sentiment_label,source,url
2022-02-15,24.903555658376252,26.49664926929146,24.738857190230586,26.446741104125977,699869000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-02-16,26.211169545948387,26.533581150068464,25.505456627808513,26.462709426879883,732676000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-02-17,25.58331602110284,25.738034385511142,24.120986161346572,24.46236228942871,810595000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-02-18,24.62306827367426,24.940489851461738,23.057925385234288,23.59893798828125,761255000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-02-22,22.993043904427417,24.02016901391986,22.958107805728666,23.347396850585938,633422000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-02-23,23.75864546022205,24.11100312165854,22.26038003226665,22.346221923828125,566511000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-02-24,20.976725827257127,23.756653494392506,20.851953483475917,23.704748153686523,735801000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-02-25,23.677790447605492,24.172885318496466,23.33840963999729,24.112995147705078,528866000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-02-28,23.948299987378526,24.620074476427934,23.663819257250537,24.34058380126953,477319000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-01,24.246758874580117,24.33260268344291,23.089869379238078,23.434240341186523,412056000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-02,23.71677154010225,24.368693100228406,23.376335039452425,24.180004119873047,389642000,0.004,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-03,24.221928571852857,24.285823952513145,23.43023900358224,23.674835205078125,365095000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-04,23.345378995584436,23.64088964003528,22.444868341827025,22.89811897277832,431415000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-07,22.77931894826098,22.994963749307107,21.2947750997495,21.31673812866211,450821000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-08,21.273810368801453,22.336052458393485,20.615898244209568,21.478471755981445,557467000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-09,22.350025033635806,23.181649443728116,22.210256865283647,22.975990295410156,492742000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-10,22.49378960961242,22.75036513701818,21.845861282278218,22.620580673217773,428066000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-11,22.983977617968737,23.10677557542941,22.00958968808392,22.063501358032227,367209000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-14,21.83288249326877,22.22523309737086,21.12405598316962,21.29477310180664,385354000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-15,21.482461670199896,22.999951776397534,21.286786226411614,22.93505859375,491996000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-16,23.461193678185843,24.556382287925636,23.13373619890672,24.455549240112305,671422000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-17,24.080170242685615,24.80097618466276,23.866522931134632,24.7251033782959,471941000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-18,24.758041801036512,26.525118929092287,24.583331592414524,26.40930938720703,730719000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-21,26.463225444702292,27.107160727661043,25.924116304309262,26.689849853515625,591727000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-22,26.68286370665525,27.19302145213281,26.02894655826713,26.480199813842773,547007000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-23,26.082855274149125,26.56805276024476,25.53276649933288,25.5916690826416,502120000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-24,26.12278899769975,28.273231143042416,25.864215941656777,28.103511810302734,877379000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-25,27.839948716581148,28.31116937725865,27.225964556594754,27.646268844604492,579016000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-28,27.71016288962151,28.20334655569767,27.16107004424797,28.17239761352539,425494000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-29,28.647610153117842,28.89819508039795,27.933790817045423,28.608675003051758,488984000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-30,28.257258179479766,28.448940537214433,27.457580397748032,27.644271850585938,463487000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-03-31,27.736117421263867,28.201347422929302,27.22496386116162,27.240936279296875,523440000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-04-01,27.329791938552983,27.45059240423101,26.223621927715985,26.66788673400879,517235000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-04-04,26.68386116410857,27.51249039934316,26.569051307297613,27.314817428588867,397120000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-04-05,27.208993052825633,27.273886246427207,25.77736111373476,25.8881778717041,436615000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-04-06,24.892821678875816,25.258216455379504,23.963359462965737,24.36669158935547,703833000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-04-07,24.40063717251765,24.681173255356967,23.43922816299002,24.16802215576172,557992000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-04-08,23.877506524391517,23.883497134746733,23.02391881253818,23.08082389831543,524781000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-04-11,22.177314452244133,22.283138388650364,21.624228525861138,21.88080406188965,575207000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-04-12,22.499779776636807,22.687469011899285,21.24685139974745,21.46848487854004,662258000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-04-13,21.6921219342343,22.462846517145003,21.419572013847418,22.166336059570312,516943000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-04-14,22.467831116909583,22.739383160755054,21.128048436273925,21.222890853881836,569097000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-04-18,21.16499279447377,22.051525006293172,21.044192314659668,21.74703025817871,525701000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-04-19,21.68412760812982,22.33604902289775,21.278798001081928,22.161338806152344,512781000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-04-20,22.479814251969298,22.632561456576205,21.16498978967486,21.446523666381836,468974000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-04-21,21.673148627868898,22.355021261277425,19.966971296213607,20.149669647216797,656209000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-04-22,20.269473635441546,20.452172015529403,19.46780011298463,19.48277473449707,624713000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-04-25,19.17029193905454,19.912065074392356,19.064467979308414,19.869136810302734,641566000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-04-26,19.68543775260022,19.75532184867344,18.6391681034499,18.756973266601562,653143000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-04-27,18.567282747237805,19.13534321927286,18.259792786711454,18.384586334228516,499460000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-04-28,18.93567592267168,20.00391046614627,18.45946438232982,19.749330520629883,570327000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-04-29,19.3699563005302,20.094757079487714,18.48641772811952,18.516368865966797,500435000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-05-02,18.510381490228006,19.541674619381574,18.36062958323576,19.500743865966797,572049000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-05-03,19.367961687811373,19.792260968432522,19.101402424190688,19.56962776184082,475751000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-05-04,19.890098304423287,20.366309842188915,18.720032931591277,20.300418853759766,648855000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-05-05,19.834190824555343,19.89209369873995,18.469447805157312,18.81287956237793,626331000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-05-06,18.7050574905657,19.479774994567933,17.96028922277007,18.64415740966797,633297000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-05-09,18.00421593681167,18.22484970535877,16.79920865366026,16.922006607055664,644455000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-05-10,17.659783559609647,18.16794365873141,16.99688068125273,17.56593894958496,761474000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-05-11,17.318352104897787,17.723681745955233,16.540639268818456,16.602535247802734,670167000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-05-12,16.192216692187195,16.76027732040371,15.54129389493355,16.14828872680664,708728000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-05-13,16.76027643455907,17.89839323132893,16.565598761869367,17.676759719848633,670437000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-05-16,17.48008511831433,17.75862368678509,17.077750784212707,17.235488891601562,521446000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-05-17,18.044147856312307,18.340658205931817,17.60487594426634,18.1469783782959,585830000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-05-18,17.67576203844638,18.088080120418184,16.836151254717954,16.9100284576416,545161000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-05-19,16.90903073363906,17.65779219343571,16.706364944536844,17.095722198486328,621310000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-05-20,17.30337830808669,17.38124861372586,15.72898198152953,16.666431427001953,739105000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-05-23,16.247124263630415,16.887066422487216,16.152281838098215,16.870094299316406,639889000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-05-24,16.482736162840254,16.56959238729459,15.753941165503504,16.127323150634766,588550000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-05-25,15.99354342976804,17.08274124738271,15.97357600275692,16.94696617126465,781132000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-05-26,16.0095166948494,18.06212107603977,15.995539876042033,17.82151985168457,996575000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-05-27,18.155969822395146,18.84982184670428,18.070111394588807,18.779937744140625,738379000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-05-31,18.948654788721765,19.168292685705072,18.319696047812112,18.641164779663086,664100000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-06-01,18.69307938333041,19.02153462790535,18.09207236145534,18.289745330810547,544514000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-06-02,18.26179050845508,19.586598627684122,18.16794588692091,19.559642791748047,648656000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-06-03,19.050488614708392,19.300075763375936,18.49141203066995,18.689085006713867,598779000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-06-06,19.107392028269373,19.305064987096657,18.533340874652392,18.754974365234375,422406000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-06-07,18.441496029776626,18.96862398496373,18.15796462255959,18.894746780395508,388914000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-06-08,18.771926859957038,19.152378690042177,18.508307114140962,18.621145248413086,363252000,0.004,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-06-09,18.454380024664644,18.905728608063846,18.015013287420633,18.022003173828125,395574000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-06-10,17.574650332348853,17.671510740907465,16.84470232459891,16.949552536010742,465248000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-06-13,15.976953348584077,16.288504213144048,15.58352081904636,15.624462127685547,604153000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-06-14,15.708340258379813,16.04285774637473,15.389799517519151,15.813189506530762,469680000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-06-15,16.0718159527891,16.843703233785185,15.903059709277857,16.50319480895996,563936000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-06-16,15.837156139106822,15.919038764012152,15.37881761291084,15.578529357910156,545749000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-06-17,15.625460063082594,15.971960359046658,15.305921302394394,15.857126235961914,630334000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-06-21,16.451272418735698,16.983503810631706,16.38336956277522,16.54214096069336,483089000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-06-22,16.202627557361957,16.638000356489247,16.156694289080086,16.336435317993164,437135000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-06-23,16.49519905087907,16.56110394494005,15.830159189127476,16.201623916625977,463680000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-06-24,16.476233929646163,17.115311484717584,16.28650706625883,17.10133171081543,472153000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-06-27,17.287062514954613,17.30503623569172,16.602049868165384,16.84469985961914,427968000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-06-28,16.875656572494353,17.177221612283553,15.922032246873021,15.958979606628418,461149000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-06-29,15.7912227624591,15.797213686234363,15.148150281179245,15.519614219665527,482352000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-06-30,15.338874735915367,15.544578349949315,14.840593877871374,15.137166023254395,686070000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-07-01,14.877539732875723,15.041303066342433,14.371270043261264,14.502080917358398,577610000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-07-05,14.154582664457305,14.94943564180237,14.034755625514359,14.942445755004883,651397000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-07-06,14.988380658247683,15.29693560704718,14.767698303953061,15.108207702636719,529066000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-07-07,15.433736045178701,15.922031011058962,15.366832169769065,15.835156440734863,492903000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
2022-07-08,15.407774210465988,16.01390020969926,15.366832903101747,15.815186500549316,467972000,0.0,0.0,NVDA trading session,No significant news for NVIDIA today,NVDA trading session. No significant news for NVIDIA today,0.0,Neutral,Generated,
